วันเดือนปี,Close,Open,High,Low,Volumn,% เปลี่ยน
1-Mar-16,"16,865.08","16,545.67","16,865.56","16,545.67",105.05M,2.11%
29-Feb-16,"16,516.50","16,634.15","16,726.12","16,510.40",126.22M,-0.74%
26-Feb-16,"16,639.97","16,712.70","16,795.98","16,623.91",98.48M,-0.34%
25-Feb-16,"16,697.29","16,504.38","16,697.98","16,458.42",94.12M,1.29%
24-Feb-16,"16,484.99","16,418.84","16,507.39","16,165.86",93.62M,0.32%
23-Feb-16,"16,431.78","16,610.39","16,610.39","16,403.53",98.17M,-1.14%
22-Feb-16,"16,620.66","16,417.13","16,664.24","16,417.13",102.24M,1.40%
19-Feb-16,"16,391.99","16,410.96","16,410.96","16,278.00",134.34M,-0.13%
18-Feb-16,"16,413.43","16,483.76","16,511.84","16,390.43",104.95M,-0.25%
17-Feb-16,"16,453.83","16,217.98","16,486.12","16,217.98",124.08M,1.59%
16-Feb-16,"16,196.41","16,012.39","16,196.41","16,012.39",142.03M,1.39%
12-Feb-16,"15,973.84","15,691.62","15,974.04","15,691.62",132.55M,2.00%
11-Feb-16,"15,660.18","15,897.82","15,897.82","15,503.01",172.07M,-1.60%
10-Feb-16,"15,914.74","16,035.61","16,201.89","15,899.91",122.29M,-0.62%
9-Feb-16,"16,014.38","16,005.41","16,136.62","15,881.11",127.74M,-0.08%
8-Feb-16,"16,027.05","16,147.51","16,147.51","15,803.55",165.88M,-1.10%
5-Feb-16,"16,204.97","16,417.95","16,423.63","16,129.81",139.01M,-1.29%
4-Feb-16,"16,416.58","16,329.67","16,485.84","16,266.16",131.49M,0.49%
3-Feb-16,"16,336.66","16,186.20","16,381.69","15,960.45",141.87M,1.13%
2-Feb-16,"16,153.54","16,420.21","16,420.21","16,108.44",126.21M,-1.80%
1-Feb-16,"16,449.18","16,453.63","16,510.98","16,299.47",114.45M,-0.10%
29-Jan-16,"16,466.30","16,090.26","16,466.30","16,090.26",217.94M,2.47%
28-Jan-16,"16,069.64","15,960.28","16,102.14","15,863.72",130.12M,0.79%
27-Jan-16,"15,944.46","16,168.74","16,235.03","15,878.30",138.35M,-1.38%
26-Jan-16,"16,167.23","15,893.16","16,185.79","15,893.16",118.21M,1.78%
25-Jan-16,"15,885.22","16,086.46","16,086.46","15,880.15",123.25M,-1.29%
22-Jan-16,"16,093.51","15,921.10","16,136.79","15,921.10",145.85M,1.33%
21-Jan-16,"15,882.68","15,768.87","16,038.59","15,704.66",145.14M,0.74%
20-Jan-16,"15,766.74","15,989.45","15,989.45","15,450.56",191.87M,-1.56%
19-Jan-16,"16,016.02","16,009.45","16,171.96","15,900.25",144.36M,0.17%
15-Jan-16,"15,988.08","16,354.33","16,354.33","15,842.11",239.21M,-2.39%
14-Jan-16,"16,379.05","16,159.01","16,482.05","16,075.12",158.83M,1.41%
13-Jan-16,"16,151.41","16,526.63","16,593.51","16,123.20",153.53M,-2.21%
12-Jan-16,"16,516.22","16,419.11","16,591.35","16,322.07",117.48M,0.72%
11-Jan-16,"16,398.57","16,358.71","16,461.85","16,232.03",127.79M,0.32%
8-Jan-16,"16,346.45","16,519.17","16,651.89","16,314.57",141.85M,-1.02%
7-Jan-16,"16,514.10","16,888.36","16,888.36","16,463.63",176.24M,-2.32%
6-Jan-16,"16,906.51","17,154.83","17,154.83","16,817.62",120.25M,-1.47%
5-Jan-16,"17,158.66","17,147.50","17,195.84","17,038.61",105.75M,0.06%
4-Jan-16,"17,148.94","17,405.48","17,405.48","16,957.63",148.06M,-1.58%
